ACNR,TITEL,AUTOR,LIBRETTIST,JAHR,BARCODE,SIGNATUR,IMAGES,LINK_ALMA,LINK_ASTOR,
AC14262109,II Demetrio,"Caldara, Antonio","Metastasio, Pietro",1731,+Z190829600,Mus.Hs.17151/2,210,https://data.onb.ac.at/rec/AC14262109,https://data.onb.ac.at/dtl/8565322,
AC14262109,II Demetrio,"Caldara, Antonio","Metastasio, Pietro",1731,+Z190829508,Mus.Hs.17151/3,226,https://data.onb.ac.at/rec/AC14262109,https://data.onb.ac.at/dtl/8564868,
AC14262110,Demofoonte,"Caldara, Antonio","Metastasio, Pietro",1733,+Z238565905,Mus.Hs.17107/1,162,https://data.onb.ac.at/rec/AC14262110,https://data.onb.ac.at/dtl/8465942,
AC14262110,Demofoonte,"Caldara, Antonio","Metastasio, Pietro",1733,+Z238548105,Mus.Hs.17107/2,142,https://data.onb.ac.at/rec/AC14262110,https://data.onb.ac.at/dtl/8459858,
AC14262110,Demofoonte,"Caldara, Antonio","Metastasio, Pietro",1733,+Z238548002,Mus.Hs.17107/3,150,https://data.onb.ac.at/rec/AC14262110,https://data.onb.ac.at/dtl/8462450,
AC14262111,Demofoonte,"Caldara, Antonio","Metastasio, Pietro",1733,+Z190828607,Mus.Hs.17168/1,230,https://data.onb.ac.at/rec/AC14262111,https://data.onb.ac.at/dtl/8543356,
AC14262111,Demofoonte,"Caldara, Antonio","Metastasio, Pietro",1733,+Z190828504,Mus.Hs.17168/2,194,https://data.onb.ac.at/rec/AC14262111,https://data.onb.ac.at/dtl/8542966,
AC14262111,Demofoonte,"Caldara, Antonio","Metastasio, Pietro",1733,+Z190828401,Mus.Hs.17168/3,214,https://data.onb.ac.at/rec/AC14262111,https://data.onb.ac.at/dtl/8542536,
AC14262112,"Dialogo tra la Vera Disciplina, ed il Genio","Caldara, Antonio","Pasquini, Giovanni Claudio",1730,+Z191132207,Mus.Hs.17626,118,https://data.onb.ac.at/rec/AC14262112,https://data.onb.ac.at/dtl/5702418,
AC14262114,I disingannati,"Caldara, Antonio","Pasquini, Giovanni Claudio",1729,+Z190836501,Mus.Hs.18097/1,180,https://data.onb.ac.at/rec/AC14262114,https://data.onb.ac.at/rep/131AD44F,
AC14262114,I disingannati,"Caldara, Antonio","Pasquini, Giovanni Claudio",1729,+Z190836409,Mus.Hs.18097/2,226,https://data.onb.ac.at/rec/AC14262114,https://data.onb.ac.at/rep/131AD44E,
AC14262114,I disingannati,"Caldara, Antonio","Pasquini, Giovanni Claudio",1729,+Z190836306,Mus.Hs.18097/3,172,https://data.onb.ac.at/rec/AC14262114,https://data.onb.ac.at/rep/131B0E79,
AC14262116,Don Chisciotte in corte della duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z238547800,Mus.Hs.17111/1,172,https://data.onb.ac.at/rec/AC14262116,https://data.onb.ac.at/dtl/8459512,
AC14262116,Don Chisciotte in corte della duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z238547708,Mus.Hs.17111/2,224,https://data.onb.ac.at/rec/AC14262116,https://data.onb.ac.at/dtl/8478693,
AC14262116,Don Chisciotte in corte della duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z238547502,Mus.Hs.17111/3,174,https://data.onb.ac.at/rec/AC14262116,https://data.onb.ac.at/dtl/8477937,
AC14262116,Don Chisciotte in corte della duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z238547605,Mus.Hs.17111/4,202,https://data.onb.ac.at/rec/AC14262116,https://data.onb.ac.at/dtl/8478287,
AC14262116,Don Chisciotte in corte della duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z23854740X,Mus.Hs.17111/5,142,https://data.onb.ac.at/rec/AC14262116,https://data.onb.ac.at/dtl/8476115,
AC14262117,Don Chisciotte in Corte della Duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z142605105,Mus.Hs.18230/1,186,https://data.onb.ac.at/rec/AC14262117,https://data.onb.ac.at/rep/131BADE3,
AC14262117,Don Chisciotte in Corte della Duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z142605208,Mus.Hs.18230/2,226,https://data.onb.ac.at/rec/AC14262117,https://data.onb.ac.at/rep/131BADE2,
AC14262117,Don Chisciotte in Corte della Duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z142605300,Mus.Hs.18230/3,178,https://data.onb.ac.at/rec/AC14262117,https://data.onb.ac.at/rep/131BADE1,
AC14262117,Don Chisciotte in Corte della Duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z142605403,Mus.Hs.18230/4,202,https://data.onb.ac.at/rec/AC14262117,https://data.onb.ac.at/rep/131BADE0,
AC14262117,Don Chisciotte in Corte della Duchessa,"Caldara, Antonio","Pasquini, Giovanni Claudio",1727,+Z142605506,Mus.Hs.18230/5,142,https://data.onb.ac.at/rec/AC14262117,https://data.onb.ac.at/rep/131BADDF,
AC14262118,S. Elena al Calvario,"Caldara, Antonio","Metastasio, Pietro",1731,+Z19083890X,Mus.Hs.17134,334,https://data.onb.ac.at/rec/AC14262118,https://data.onb.ac.at/rep/131FBECA,
AC14262119,S. Elena al Calvario,"Caldara, Antonio","Metastasio, Pietro",1731,+Z283582408,Mus.Hs.17106,234,https://data.onb.ac.at/rec/AC14262119,https://data.onb.ac.at/rep/131FC3F2,
AC14262120,Ester,"Caldara, Antonio","Fozio, Francesco",1723,+Z190191502,Mus.Hs.17118,410,https://data.onb.ac.at/rec/AC14262120,https://data.onb.ac.at/rep/131AA977,
AC14262121,C. Fabbricio,"Caldara, Antonio","Zeno, Apostolo",1729,+Z190830201,Mus.Hs.17148/1,246,https://data.onb.ac.at/rec/AC14262121,https://data.onb.ac.at/dtl/8575062,
AC14262121,C. Fabbricio,"Caldara, Antonio","Zeno, Apostolo",1729,+Z190830109,Mus.Hs.17148/2,258,https://data.onb.ac.at/rec/AC14262121,https://data.onb.ac.at/dtl/8574544,
AC14262121,C. Fabbricio,"Caldara, Antonio","Zeno, Apostolo",1729,+Z190830006,Mus.Hs.17148/3,234,https://data.onb.ac.at/rec/AC14262121,https://data.onb.ac.at/dtl/8574074,
AC14262122,Santa Flavia Domitilla,"Caldara, Antonio",,1714,+Z190176707,Mus.Hs.18142,168,https://data.onb.ac.at/rec/AC14262122,https://data.onb.ac.at/rep/131A92E3,
AC14262124,Gerusaleme convertita,"Caldara, Antonio","Zeno, Apostolo",1733,+Z190838406,Mus.Hs.17071,378,https://data.onb.ac.at/rec/AC14262124,https://data.onb.ac.at/rep/131F4F11,
AC14262125,Gesu presentato nel tempio,"Caldara, Antonio","Zeno, Apostolo",1735,+Z283582007,Mus.Hs.17103,270,https://data.onb.ac.at/rec/AC14262125,https://data.onb.ac.at/rep/131F8CDD,
AC14262128,Gionata,"Caldara, Antonio","Zeno, Apostolo",1728,+Z28358210X,Mus.Hs.17127,364,https://data.onb.ac.at/rec/AC14262128,https://data.onb.ac.at/rep/131F8CDB,
AC14262130,"Gioseffo, che interpreta i sogni","Caldara, Antonio","Neri, Giambattista",1726,+Z135512801,Mus.Hs.17125,396,https://data.onb.ac.at/rec/AC14262130,https://data.onb.ac.at/dtl/4734653,
AC14262131,Il Giuoco del Quadriglio,"Caldara, Antonio",,[1734],+Z142631608,Mus.Hs.17646,44,https://data.onb.ac.at/rec/AC14262131,https://data.onb.ac.at/dtl/4828255,
AC14262132,Giuseppe,"Caldara, Antonio","Zeno, Apostolo",1722,+Z232596400,Mus.Hs.17114,282,https://data.onb.ac.at/rec/AC14262132,https://data.onb.ac.at/dtl/7096205,
AC14262133,Le Grazie Vendicate,"Caldara, Antonio","Metastasio, Pietro",[17353],+Z142671308,Mus.Hs.17614,78,https://data.onb.ac.at/rec/AC14262133,https://data.onb.ac.at/dtl/5023664,
AC14262134,Imeneo,"Caldara, Antonio","Zeno, Apostolo",1727,+Z190832209,Mus.Hs.17136/1,232,https://data.onb.ac.at/rec/AC14262134,https://data.onb.ac.at/dtl/8481259,
AC14262134,Imeneo,"Caldara, Antonio","Zeno, Apostolo",1727,+Z190832003,Mus.Hs.17136/2,190,https://data.onb.ac.at/rec/AC14262134,https://data.onb.ac.at/dtl/8480479,
AC14262134,Imeneo,"Caldara, Antonio","Zeno, Apostolo",1727,+Z190832106,Mus.Hs.17136/3,198,https://data.onb.ac.at/rec/AC14262134,https://data.onb.ac.at/dtl/8480861,
AC14262136,Joaz,"Caldara, Antonio","Zeno, Apostolo",1726,+Z190838200,Mus.Hs.17129,422,https://data.onb.ac.at/rec/AC14262136,https://data.onb.ac.at/rep/131F9332,
AC14262137,Livia,"Caldara, Antonio","Pasquini, Giovanni Claudio",1731,+Z190825606,Mus.Hs.17153,276,https://data.onb.ac.at/rec/AC14262137,https://data.onb.ac.at/rep/131BADC1,
AC14262139,Il martirio di santa Caterina,"Caldara, Antonio",,[1708],+Z13550810X,Mus.Hs.17700,142,https://data.onb.ac.at/rec/AC14262139,https://data.onb.ac.at/dtl/4718568,
AC14262140,Il Martirio di S. Terenziano,"Caldara, Antonio","Piselli, Giuseppe",1718,+Z190893909,Mus.Hs.17093,214,https://data.onb.ac.at/rec/AC14262140,https://data.onb.ac.at/dtl/6501477,
AC14262141,Mitridate,"Caldara, Antonio",,1728,+Z190832908,Mus.Hs.17142/1,204,https://data.onb.ac.at/rec/AC14262141,https://data.onb.ac.at/dtl/8477527,
AC14262141,Mitridate,"Caldara, Antonio",,1728,+Z190832805,Mus.Hs.17142/2,130,https://data.onb.ac.at/rec/AC14262141,https://data.onb.ac.at/dtl/8535300,
AC14262141,Mitridate,"Caldara, Antonio",,1728,+Z190832507,Mus.Hs.17142/3,160,https://data.onb.ac.at/rec/AC14262141,https://data.onb.ac.at/dtl/6383813,
AC14262141,Mitridate,"Caldara, Antonio",,1728,+Z190832404,Mus.Hs.17142/4,150,https://data.onb.ac.at/rec/AC14262141,https://data.onb.ac.at/dtl/8534998,
AC14262141,Mitridate,"Caldara, Antonio",,1728,+Z190832301,Mus.Hs.17142/5,172,https://data.onb.ac.at/rec/AC14262141,https://data.onb.ac.at/dtl/8534652,
AC14262142,Mitridate,"Caldara, Antonio",,1728,+Z238585904,Mus.Hs.17143/1,72,https://data.onb.ac.at/rec/AC14262142,https://data.onb.ac.at/dtl/8461970,
AC14262142,Mitridate,"Caldara, Antonio",,1728,+Z238586003,Mus.Hs.17143/2,72,https://data.onb.ac.at/rec/AC14262142,https://data.onb.ac.at/dtl/8460720,
AC14262142,Mitridate,"Caldara, Antonio",,1728,+Z238586106,Mus.Hs.17143/3,44,https://data.onb.ac.at/rec/AC14262142,https://data.onb.ac.at/dtl/8461506,
AC14262142,Mitridate,"Caldara, Antonio",,1728,+Z238586209,Mus.Hs.17143/4,56,https://data.onb.ac.at/rec/AC14262142,https://data.onb.ac.at/dtl/8461596,
AC14262143,Morte e sepoltura di Cristo,"Caldara, Antonio","Fozio, D. Francesco",1724,+Z190826507,Mus.Hs.17120,277,https://data.onb.ac.at/rec/AC14262143,https://data.onb.ac.at/rep/131FC507,
AC14262146,Il natale di Minerva Tritonia,"Caldara, Antonio","Pasquini, Giovanni Claudio",1735,+Z190180607,Mus.Hs.18203,186,https://data.onb.ac.at/rec/AC14262146,https://data.onb.ac.at/rep/131BADCE,
AC14262147,Nitocri,"Caldara, Antonio","Zeno, Apostolo",1722,+Z19082660X,Mus.Hs.18257/1,206,https://data.onb.ac.at/rec/AC14262147,https://data.onb.ac.at/rep/131E0293,
AC14262147,Nitocri,"Caldara, Antonio","Zeno, Apostolo",1722,+Z190804007,Mus.Hs.18257/2,224,https://data.onb.ac.at/rec/AC14262147,https://data.onb.ac.at/rep/131C70D7,
AC14262147,Nitocri,"Caldara, Antonio","Zeno, Apostolo",1722,+Z190826404,Mus.Hs.18257/3,256,https://data.onb.ac.at/rec/AC14262147,https://data.onb.ac.at/rep/131BADC0,
AC14262148,Il nome di Giove,"Caldara, Antonio",,1731,+Z190110307,Mus.Hs.17723,62,https://data.onb.ac.at/rec/AC14262148,https://data.onb.ac.at/dtl/9266027,
AC14262149,L'Olimpiade,"Caldara, Antonio","Metastasio, Pietro",1733,+Z238588802,Mus.Hs.17164/1,234,https://data.onb.ac.at/rec/AC14262149,https://data.onb.ac.at/dtl/8667610,
AC14262149,L'Olimpiade,"Caldara, Antonio","Metastasio, Pietro",1733,+Z238588504,Mus.Hs.17164/2,242,https://data.onb.ac.at/rec/AC14262149,https://data.onb.ac.at/dtl/8667124,
AC14262149,L'Olimpiade,"Caldara, Antonio","Metastasio, Pietro",1733,+Z238588401,Mus.Hs.17164/3,218,https://data.onb.ac.at/rec/AC14262149,https://data.onb.ac.at/dtl/8666686,
AC14262150,Ornospade,"Caldara, Antonio","Zeno, Apostolo",1727,+Z190831205,Mus.Hs.17140/1,194,https://data.onb.ac.at/rec/AC14262150,https://data.onb.ac.at/dtl/8477137,
AC14262150,Ornospade,"Caldara, Antonio","Zeno, Apostolo",1727,+Z190831102,Mus.Hs.17140/2,212,https://data.onb.ac.at/rec/AC14262150,https://data.onb.ac.at/dtl/8476711,
AC14262150,Ornospade,"Caldara, Antonio","Zeno, Apostolo",1727,+Z19083100X,Mus.Hs.17140/3,258,https://data.onb.ac.at/rec/AC14262150,https://data.onb.ac.at/dtl/8475597,
AC14262151,"La passione di Gesu Christo, signor nostro","Caldara, Antonio",,1730,+Z283582305,Mus.Hs.17131,199,https://data.onb.ac.at/rec/AC14262151,https://data.onb.ac.at/rep/131FC501,
AC14262154,La pazienza di Socrate con due mogli,"Caldara, Antonio","Minato, Niccolò",1731,+Z190834206,Mus.Hs.17144/1,161,https://data.onb.ac.at/rec/AC14262154,https://data.onb.ac.at/dtl/7536078,
AC14262154,La pazienza di Socrate con due mogli,"Caldara, Antonio","Minato, Niccolò",1731,+Z190834103,Mus.Hs.17144/2,257,https://data.onb.ac.at/rec/AC14262154,https://data.onb.ac.at/dtl/7541929,
AC14262154,La pazienza di Socrate con due mogli,"Caldara, Antonio","Minato, Niccolò",1731,+Z190834000,Mus.Hs.17144/3,245,https://data.onb.ac.at/rec/AC14262154,https://data.onb.ac.at/dtl/7535585,
AC14262155,Le profezie evangeliche di Isaia,"Caldara, Antonio","Zeno, Apostolo",1725,+Z135512709,Mus.Hs.17122,422,https://data.onb.ac.at/rec/AC14262155,https://data.onb.ac.at/dtl/4733806,
AC14262156,Il re del dolore. In Gesu Cristo signor nostro coronato di spine e mostrato col nome di Uomo a i Giudei.,"Caldara, Antonio",,1722,+Z190838601,Mus.Hs.17116,370,https://data.onb.ac.at/rec/AC14262156,https://data.onb.ac.at/rep/131AA4FE,
AC14262157,San Pietro in Cesarea,"Caldara, Antonio","Zeno, Apostolo",1734,+Z283582202,Mus.Hs.17104,274,https://data.onb.ac.at/rec/AC14262157,https://data.onb.ac.at/rep/131FC3F3,
AC14262158,San Pietro in Cesarea,"Caldara, Antonio",,1734,+Z190839009,Mus.Hs.18140,365,https://data.onb.ac.at/rec/AC14262158,https://data.onb.ac.at/rep/13204810,
AC14262159,"Sancio Panza, governatore dell'isola Barattaria","Caldara, Antonio","Pasquini, Giovanni Claudio",1733,+Z238580505,Mus.Hs.17108/1,146,https://data.onb.ac.at/rec/AC14262159,https://data.onb.ac.at/dtl/8460426,
AC14262159,"Sancio Panza, governatore dell'isola Barattaria","Caldara, Antonio","Pasquini, Giovanni Claudio",1733,+Z238580700,Mus.Hs.17108/2,134,https://data.onb.ac.at/rec/AC14262159,https://data.onb.ac.at/dtl/8459228,
AC14262159,"Sancio Panza, governatore dell'isola Barattaria","Caldara, Antonio","Pasquini, Giovanni Claudio",1733,+Z238580608,Mus.Hs.17108/3,150,https://data.onb.ac.at/rec/AC14262159,https://data.onb.ac.at/dtl/8466268,
AC14262161,Santa Ferma,"Caldara, Antonio",,1717,+Z191162601,Mus.Hs.17089,298,https://data.onb.ac.at/rec/AC14262161,https://data.onb.ac.at/dtl/6039957,
AC14262162,"Scipione Affricano, il maggiore","Caldara, Antonio",,1735,+Z190831709,Mus.Hs.17166,270,https://data.onb.ac.at/rec/AC14262162,https://data.onb.ac.at/rep/131B3066,
AC14262163,Sirita,"Caldara, Antonio","Zeno, Apostolo",1719,+Z190834607,Mus.Hs.18093/1,226,https://data.onb.ac.at/rec/AC14262163,https://data.onb.ac.at/rep/131AA4FF,
AC14262163,Sirita,"Caldara, Antonio","Zeno, Apostolo",1719,+Z190834504,Mus.Hs.18093/2,192,https://data.onb.ac.at/rec/AC14262163,https://data.onb.ac.at/rep/131AA93C,
AC14262163,Sirita,"Caldara, Antonio","Zeno, Apostolo",1719,+Z190834401,Mus.Hs.18093/3,220,https://data.onb.ac.at/rec/AC14262163,https://data.onb.ac.at/rep/131AA93B,
AC14262165,Il trionfo della religione e dell'amore,"Caldara, Antonio",,1725,+Z190191605,Mus.Hs.18144,478,https://data.onb.ac.at/rec/AC14262165,https://data.onb.ac.at/rep/131AA978,
AC14262167,Venceslao,"Caldara, Antonio","Zeno, Apostolo",1725,+Z190951909,Mus.Hs.18228/1,234,https://data.onb.ac.at/rec/AC14262167,https://data.onb.ac.at/dtl/5396976,
AC14262167,Venceslao,"Caldara, Antonio","Zeno, Apostolo",1725,+Z190951806,Mus.Hs.18228/2,142,https://data.onb.ac.at/rec/AC14262167,https://data.onb.ac.at/dtl/5396689,
AC14262167,Venceslao,"Caldara, Antonio","Zeno, Apostolo",1725,+Z190970308,Mus.Hs.18228/3,162,https://data.onb.ac.at/rec/AC14262167,https://data.onb.ac.at/dtl/5406723,
AC14262167,Venceslao,"Caldara, Antonio","Zeno, Apostolo",1725,+Z190970205,Mus.Hs.18228/4,130,https://data.onb.ac.at/rec/AC14262167,https://data.onb.ac.at/dtl/5397857,
AC14262167,Venceslao,"Caldara, Antonio","Zeno, Apostolo",1725,+Z190970102,Mus.Hs.18228/5,154,https://data.onb.ac.at/rec/AC14262167,https://data.onb.ac.at/dtl/5397546,
AC14262168,La Verità Nell'Inganno,"Caldara, Antonio","Silvani, Francesco",1717,+Z190873005,Mus.Hs.18095/1,202,https://data.onb.ac.at/rec/AC14262168,https://data.onb.ac.at/dtl/6454728,
AC14262168,La Verità Nell'Inganno,"Caldara, Antonio","Silvani, Francesco",1717,+Z190882900,Mus.Hs.18095/2,196,https://data.onb.ac.at/rec/AC14262168,https://data.onb.ac.at/dtl/6453068,
AC14262168,La Verità Nell'Inganno,"Caldara, Antonio","Silvani, Francesco",1717,+Z19088300X,Mus.Hs.18095/3,212,https://data.onb.ac.at/rec/AC14262168,https://data.onb.ac.at/dtl/6453463,
AC14262169,La verita nell'inganno,"Caldara, Antonio","Silvani, Francesco",1730,+Z190189003,Mus.Hs.18240/1,142,https://data.onb.ac.at/rec/AC14262169,https://data.onb.ac.at/rep/131AD444,
AC14262169,La verita nell'inganno,"Caldara, Antonio","Silvani, Francesco",1730,+Z190190005,Mus.Hs.18240/2,130,https://data.onb.ac.at/rec/AC14262169,https://data.onb.ac.at/rep/131AD445,
AC14262169,La verita nell'inganno,"Caldara, Antonio","Silvani, Francesco",1730,+Z190190108,Mus.Hs.18240/3,124,https://data.onb.ac.at/rec/AC14262169,https://data.onb.ac.at/rep/131AD446,
AC14262170,Cantata pastorale eroica,"Caldara, Antonio",,[1730],+Z190102402,Mus.Hs.17573,58,https://data.onb.ac.at/rec/AC14262170,https://data.onb.ac.at/dtl/9104062,
AC14262171,"Cantata pastorale, eroica, a 5 voci di soprano","Caldara, Antonio",,[1730],+Z190113904,Mus.Hs.17681,56,https://data.onb.ac.at/rec/AC14262171,https://data.onb.ac.at/dtl/9266463,
AC14262172,Cantata à due Voci per Servizio delle Serenissime Arciduchesse,"Caldara, Antonio",,[ohne Jahresangabe],+Z19113230X,Mus.Hs.17644,58,https://data.onb.ac.at/rec/AC14262172,https://data.onb.ac.at/dtl/5702236,
AC14262417,Il bagno,"Casati, Pietro","Lucchini, Antonio Maria",1732,+Z190114301,Mus.Hs.17649,166,https://data.onb.ac.at/rec/AC14262417,https://data.onb.ac.at/dtl/9368957,
AC14262438,"Oratorium sacrum non inscriptum, de fuga in Aegyptum","Casini, Giovanni Maria",,[ohne Jahresangabe],+Z191180809,Mus.Hs.17693/1,130,https://data.onb.ac.at/rec/AC14262438,https://data.onb.ac.at/dtl/7915339,
AC14262438,"Oratorium sacrum non inscriptum, de fuga in Aegyptum","Casini, Giovanni Maria",,[ohne Jahresangabe],+Z191180901,Mus.Hs.17693/2,126,https://data.onb.ac.at/rec/AC14262438,https://data.onb.ac.at/dtl/7915602,
AC14262974,Duette und Terzette,"Clari, Giovanni Carlo Maria",,[ohne Jahresangabe],+Z269992700,Mus.Hs.17564,300,https://data.onb.ac.at/rec/AC14262974,https://data.onb.ac.at/dtl/9274952,
AC14263061,Arien-Sammlung,Unbekannt,,[ohne Jahresangabe],+Z190952306,Mus.Hs.17661/1-10,138,https://data.onb.ac.at/rec/AC14263061,https://data.onb.ac.at/dtl/5280003,
AC14263155,L'Antigono,"Conforto, Nicolò","Metastasio, Pietro",[1750],+Z19012060X,Mus.Hs.17868/1,158,https://data.onb.ac.at/rec/AC14263155,https://data.onb.ac.at/dtl/9631684,
AC14263155,L'Antigono,"Conforto, Nicolò","Metastasio, Pietro",[1750],+Z190120702,Mus.Hs.17868/2,146,https://data.onb.ac.at/rec/AC14263155,https://data.onb.ac.at/dtl/9641959,
AC14263155,L'Antigono,"Conforto, Nicolò","Metastasio, Pietro",[1750],+Z190120805,Mus.Hs.17868/3,114,https://data.onb.ac.at/rec/AC14263155,https://data.onb.ac.at/dtl/9633378,
AC14263206,La colpa originale,"Conti, Francesco","Pariati, Pietro",1725,+Z283567006,Mus.Hs.18138,358,https://data.onb.ac.at/rec/AC14263206,https://data.onb.ac.at/rep/131E95D4,
AC14263209,Oratorio: Dio sul Sinai,"Conti, Francesco","Giardini, Giambattista",1719,+Z322217101,Mus.Hs.18153,379,https://data.onb.ac.at/rec/AC14263209,https://data.onb.ac.at/rep/13204809,
AC14263210,L'osservanza della divina legge nel martirio de' Macabei,"Conti, Francesco","Lucchini, Antonio Maria",1732,+Z322220203,Mus.Hs.18167,375,https://data.onb.ac.at/rec/AC14263210,https://data.onb.ac.at/rep/13207EF2,
AC14263211,Fermate I vostri passi,"Conti, Francesco","Pariati, Pietro",1720,+Z190112705,Mus.Hs.17651,58,https://data.onb.ac.at/rec/AC14263211,https://data.onb.ac.at/dtl/9266345,
AC14263212,Quando veggo un'usigno,"Conti, Francesco",,[ohne Jahresangabe],+Z190102001,Mus.Hs.17582,62,https://data.onb.ac.at/rec/AC14263212,https://data.onb.ac.at/dtl/9103112,
AC14263213,Clizia e Psiche,"Conti, Francesco",,1727,+Z190101902,Mus.Hs.17590,74,https://data.onb.ac.at/rec/AC14263213,https://data.onb.ac.at/dtl/9131924,
AC14263214,"O nasca, o muora il giorno","Conti, Francesco",,[1713],+Z190102207,Mus.Hs.17589,66,https://data.onb.ac.at/rec/AC14263214,https://data.onb.ac.at/dtl/9132240,
AC14263215,Astarto,"Conti, Francesco","Zeno, Apostolo",1718,+Z26996120X,Mus.Hs.17242/1,272,https://data.onb.ac.at/rec/AC14263215,https://data.onb.ac.at/dtl/9102566,
AC14263215,Astarto,"Conti, Francesco","Zeno, Apostolo",1718,+Z269961302,Mus.Hs.17242/2,182,https://data.onb.ac.at/rec/AC14263215,https://data.onb.ac.at/dtl/9105372,
AC14263215,Astarto,"Conti, Francesco","Zeno, Apostolo",1718,+Z269955107,Mus.Hs.17242/3,240,https://data.onb.ac.at/rec/AC14263215,https://data.onb.ac.at/dtl/9104882,
AC14263216,L'Atenaide,"Conti, Francesco","Zeno, Apostolo",1714,+Z142609408,Mus.Hs.17192/1,230,https://data.onb.ac.at/rec/AC14263216,https://data.onb.ac.at/dtl/4745211,
AC14263216,L'Atenaide,"Conti, Francesco","Zeno, Apostolo",1714,+Z142609500,Mus.Hs.17192/2,250,https://data.onb.ac.at/rec/AC14263216,https://data.onb.ac.at/dtl/4745674,
AC14263216,L'Atenaide,"Conti, Francesco","Zeno, Apostolo",1714,+Z142609603,Mus.Hs.17192/3,228,https://data.onb.ac.at/rec/AC14263216,https://data.onb.ac.at/dtl/4746177,
AC14263217,Il contrasto della Bellezza e del Tempo,"Conti, Francesco","Pasquini, Giovanni Claudio",1726,+Z190109007,Mus.Hs.17619,169,https://data.onb.ac.at/rec/AC14263217,https://data.onb.ac.at/dtl/9265369,
AC14263218,Don Chisciotte in Sierra Morena,"Conti, Francesco",,1719,+Z14260700X,Mus.Hs.17207/1,154,https://data.onb.ac.at/rec/AC14263218,https://data.onb.ac.at/rep/131B100C,
AC14263218,Don Chisciotte in Sierra Morena,"Conti, Francesco",,1719,+Z142606900,Mus.Hs.17207/2,190,https://data.onb.ac.at/rec/AC14263218,https://data.onb.ac.at/rep/131B100B,
AC14263218,Don Chisciotte in Sierra Morena,"Conti, Francesco",,1719,+Z142605701,Mus.Hs.17207/3,140,https://data.onb.ac.at/rec/AC14263218,https://data.onb.ac.at/rep/131B100A,
