SIGNATUR,KOMPONIST,EINORDNUNGSTITEL,300$a,590$b,RISM-ID,INDEX
"","","",37 parts,"15, 18, 18, 18, 12, 10, 11, 10, 6, 5, 6, 6, 5, 5, 6, 5, 10, 6, 6, 14, 14, 16, 16, 17, 17, 4, 3, 5, 4, 6, 2, 4, 4, 2, 2, 2f.","",02
"","","",2 parts,"14, 14f.","",03
Mus.4603,"Rosetti, Antonio","Halleluja - V (4), Coro, orch; MurR G7",score: 98f.,"",240003751,01
"","","",34 parts,"16, 8, 16, 16, 16, 10, 9, 9, 9, 5, 5, 5, 10, 9, 5, 11, 11, 11, 11, 12, 11, 13, 14, 5, 5, 5, 6, 6, 3, 5, 5, 2, 2, 3f.","",02
Mus.4606,"Rosetti, Antonio",La Matinée des artistes - MurR G9Q,17 parts,"5, 5, 9, 9, 1, 9, 8, 5, 3, 4, 2, 3, 2, 4, 3, 5, 5f.",240003752,01
Mus.4623/2,"Rosetti, Antonio","12 Minuets - strings, winds, timp",9 parts,"4, 4, 2, 2, 2, 2, 1, 1, 1f.",240003753,01
Mus.263,"Rosetti, Antonio",Symphonies - orch; MurR A7,23 parts,"6, 6, 5, 6, 4, 2, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240003766,01
Mus.4617,"Rosetti, Antonio",Symphonies - orch; MurR A7,22 parts,"4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1f.",240003767,01
Mus.4611,"Rosetti, Antonio",Symphonies - MurR A8,11 parts,"7, 7, 6, 6, 6, 5, 5, 4, 6, 4, 4f.",240003768,01
"","","",3 parts,"2, 2, 2f.","",02
"","","",1 part,6f.,"",03
Mus.4619,"Rosetti, Antonio",Symphonies - MurR A14,14 parts,"5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 4, 4, 3, 3f.",240003769,01
Mus.4608,"Rosetti, Antonio",Symphonies - MurR A22,15 parts,"3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240003770,01
"","","",2 parts,"4, 5f.","",02
"","","",1 part,2f.,"",03
"","","",1 part,3f.,"",04
Mus.4609,"Rosetti, Antonio",Symphonies - MurR A13,14 parts,"6, 6, 4, 4, 5, 5, 4, 4, 4, 4, 4, 2, 2, 2f.",240003771,01
"","","",1 part,5f.,"",02
"","","",3 parts,"6, 6, 5f.","",03
Mus.4613,"Rosetti, Antonio",Symphonies - orch; MurR A39,9 parts,"6, 6, 4, 4, 4, 3, 2, 2, 2f.",240003772,01
"","","",3 parts,"8, 8, 6f.","",02
"","","",2 parts,"6, 4f.","",03
Mus.4616,"Rosetti, Antonio",Symphonies - MurR A28,12 parts,"9, 9, 7, 7, 8, 8, 6, 6, 6, 8, 5, 6f.",240003773,01
Mus.4614,"Rosetti, Antonio",Symphonies - MurR A33,12 parts,"5, 5, 6, 5, 6, 6, 4, 4, 4, 6, 3, 3f.",240003774,01
Mus.4615,"Sperger, Johannes",Symphonies - MeiS A 36,17 parts,"6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 5, 5, 2, 2, 2f.",240003775,01
Mus.4623a,"Rosetti, Antonio",Sonatas - cemb; MurR E3,1 part,6f.,240003776,01
Mus.4623b,"Rosetti, Antonio",Sonatas - cemb; MurR E2,1 part,6f.,240003777,01
Mus.4623c,"Rosetti, Antonio",Sonatas - cemb; MurR E1,1 part,4f.,240003778,01
Mus.4604,"Rosetti, Antonio","Das Winterfest der Hirten - V (4), Coro, orch; MurR G8",19 parts,"11, 4, 3, 3, 3, 3, 3, 11, 11, 11, 11, 10, 10, 4, 5, 5, 3, 3, 3f.",240003779,01
"","","",9 parts,"11, 9, 9, 15, 15, 6, 6, 6, 5f.","",02
Mus.4546,"Rolle, Johann Heinrich","Abraham auf Moria - V (9), Coro, orch; WacR I:13",score: 106f.,"",240003780,01
"","","",score: 108f.,"","",02
"","","",23 parts,"18, 14, 15, 28, 38, 40, 15, 23, 23, 20, 29, 30, 8, 8, 7, 7, 5, 5, 5, 5, 2, 1, 2f.","",03
"","","",15 parts,"15, 15, 14, 22, 23, 6, 6, 3, 4, 2, 4, 3, 4, 4, 1f.","",04
Nr.7 in Mus.4758J Bd II [score 1],"Rolle, Johann Heinrich","Auf preiset Gott mit vollen Chören - V (4), Coro, orch, bc; WacR V:5","score (2x): 20, 20f.","",240003781,01
Mus.4555/3,"Rolle, Johann Heinrich","Der Gott der Hoffnung erfülle euch mit aller Fr... - V (4), Coro, orch; WacR V:11",score: 28f.,"",240003782,01
"","","",14 parts,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Nr.1 in Mus.4758J Bd II,"Rolle, Johann Heinrich","Komm Zion öffne deine Tore - V (3), Coro, orch; WacR V:70",score: 20f.,"",240003783,01
Nr.3 in Mus.4758J Bd II,"Rolle, Johann Heinrich","Der Tod ist verschlungen in den Sieg - V (5), Coro, orch; HoWV II.Anh.25",score: 20f.,"",240003784,01
Nr.5 in Mus.4758J Bd II,"Rolle, Johann Heinrich","Lobsingt er wird erstehen - V (4), Coro, orch; WacR V:76",score: 18f.,"",240003785,01
"Mus.4555/1 [score 1, 14 parts]","Rolle, Johann Heinrich","Siehe Finsternis bedecket das Erdreich - V (4), Coro, orch; WacR V:94","score (2x): 19, 18f.","",240003786,01
"","","",13 parts,"2, 2, 1, 2, 1, 2, 2, 2, 2, 3, 1, 1, 1f.","",02
"","","",part,2f.,"",03
Nr.6 in Mus.4758 J Bd. II [score 1],"Rolle, Johann Heinrich","Verheißener Tröster komm laß dich hernieder - V (3), Coro, orch; WacR V:102","score (2x): 20, 20f.","",240003787,01
Mus.4555/2,"Rolle, Johann Heinrich","Weil ihr denn Kinder seid - V (2), Coro, orch; WacR V:105",score: 10f.,"",240003788,01
"","","",15 parts,"1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.","",02
"","","",part,1f.,"",03
Nr.4 in Mus.4758J Bd II,"Rolle, Johann Heinrich","Wer will verdammen Christus ist hie - S, Coro, orch; WacR V:108",score: 10f.,"",240003789,01
Mus.4538,"Rolle, Johann Heinrich","Lazarus - V (7), Coro, orch; WacR I:14",score: 165f.,"",240003790,01
"","","",33 parts,"26, 21, 26, 23, 8, 8, 6, 14, 14, 14, 14, 32, 26, 30, 27, 24, 36, 22, 2, 2, 10, 10, 2, 2, 6, 6, 1, 1, 1, 1, 1, 1f.","",02
Mus.4540,"Rolle, Johann Heinrich","Mehala die Tochter Jephta - V (4), Coro, orch; WacR I:16",score: 94f.,"",240003791,01
"","","",22 parts,"8, 4, 2, 2, 2, 2, 4, 5, 10, 12, 9, 9, 7, 14, 11, 4, 4, 2, 2, 2, 2, 1f.","",02
Mus.4547b,Collection,"5 Motets - V (4), Coro",score: 14f.,"",240003792,01
Mus.4551,Collection,"2 Motets - V (4), Coro, orch",score: 10f.,"",240003798,01
"","","",9 parts,"6, 5, 6, 5, 2, 2, 2, 2, 2f.","",02
Mus.4547a,Collection,"2 Motets - V (4), Coro",score: 6f.,"",240003801,01
Mus.4548,"Rolle, Johann Heinrich",Herr höre mein Gebet - Coro; WacR VII:36,score: 7f.,"",240003804,01
Mus.4550,"Rolle, Johann Heinrich","Wie teuer ist deine Güte Gott - Coro, strings; WacR VII:67",6 parts,"2, 1, 1, 1, 1, 1f.",240003805,01
Mus.4549,"Rolle, Johann Heinrich","Wirf alle deine Sorgen die Not die dich verborgen - Coro, strings",6 parts,"2, 1, 1, 1, 1, 1f.",240003806,01
Mus.4542,"Rolle, Johann Heinrich","Das Leiden und der Tod Jesu Christi - V (4), Coro, orch; WacR III:6",score: 74f.,"",240003807,01
"","","",16 parts,"19, 19, 22, 18, 20, 20, 20, 26, 4, 4, 7, 7, 4, 4, 3, 3f.","",02
"","","",5 parts,"15, 22, 26, 21, 26f.","",03
"","","",1 part,8f.,"",04
Mus.4543,"Rolle, Johann Heinrich","Der leidende Jesu - V (5), Coro, orch; WacR III:7",score: 162p.,"",240003808,01
"","","",18 parts,"18, 23, 18, 2, 20, 18, 18, 18, 27, 2, 2, 8, 8, 2, 2, 2, 2, 1f.","",02
Mus.4545a,"Rolle, Johann Heinrich","Saul - V (6), Coro, orch; WacR I:9",score: 132f.,"",240003809,01
Mus.4545b,"Rolle, Johann Heinrich","Saul - V (8), Coro, orch; WacR I:9",score: 237p.,"",240003810,01
Mus.4553,"Rolle, Johann Heinrich","Sonatas - cemb, vl",score: 4f.,"",240003811,01
"","","",1 part,2f.,"",02
Mus.4544,"Rolle, Johann Heinrich","Der Tod Abels - V (6), Coro, orch; WacR I:7",score: 90f.,"",240003812,01
"","","",3 parts,"2, 2, 1f.","",02
"","","",17 parts,"4, 4, 4, 4, 13, 13, 10, 14, 4, 4, 4, 4, 2, 2, 2, 2, 1f.","",03
Mus.4557,"Romaldi, Nicola","La virtù trionfante dell'amore e dell'odio - Excerpts; S, strings",score: 8f.,"",240003813,01
Mus.4556,"Romaldi, Nicola","L' Amante tradito - S, strings, cemb",3 parts,"5, 2, 2f.",240003814,01
"","","",4 parts,"5, 2, 2, 3f.","",02
Mus.4736/6,"Priuli, Giuseppe","Concertos - tr, strings, bc",score: 4f.,"",240003815,01
Mus.4569,"Romberg, Andreas Jakob","Concertos - vl, orch; SteR 56",12 parts,"4, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1f.",240003816,01
Mus.4567,"Romberg, Andreas Jakob","Rondos - vl, orch, timp; SteR 57",18 parts,"4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240003817,01
"","","",1 part,2f.,"",02
Mus.4581/1,"Rong, Wilhelm Ferdinand","Lyra - V, pf",1 part,2f.,240003818,01
Mus.4578,"Rong, Wilhelm Ferdinand","Masses - V (4), Coro, orch",score: 83f.,"",240003819,01
"","","",short score (choral score): 14f.,"","",02
"","","",21 parts,"5, 5, 5, 6, 9, 7, 5, 6, 5, 6, 2, 2, 3, 2, 4, 3, 2, 2, 2, 2, 2f.","",03
"","","",12 parts,"12, 12, 12, 11, 12, 6, 5, 5, 6, 5, 6, 6f.","",04
Mus.4581,"Rong, Wilhelm Ferdinand","Salve regina - V (4), Coro, orch",score: 12f.,"",240003820,01
"","","",short score: 11f.,"","",02
"","","",21 parts,"1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.","",03
Mus.4580,"Rong, Wilhelm Ferdinand","Semin und Semira - V (2), orch",score: 28f.,"",240003821,01
"","","",11 parts,"4, 3, 5, 5, 4, 5, 2, 2, 1, 1, 1f.","",02
Mus.561,Collection,6 Anglaises - winds,7 parts,"2, 2, 2, 2, 2, 2, 2f.",240003822,01
Mus.4665,Collection,"9 Sonatas - vlc, b",score (incpl): 17f.,"",240003829,01
Mus.4598,"Rosenmüller, Johann","Das Blut Jesu Christi des Sohnes Gottes - Coro, bc",score: 10f.,"",240003841,01
"","","",6 parts,"2, 2, 2, 1, 1, 1f.","",02
Mus.4394,Collection,"12 Sonatas - vlc, b",2 parts,"19, 12f.",240003842,01
Mus.4654D,"Rudorf, Carl Friedrich","Die Welt ist schön doch sie soll uns nicht mehr... - V (2), Coro, orch",score: 16f.,"",240003855,01
"","","",5 parts,"2, 1, 1, 2, 2f.","",02
"","","",8 parts,"3, 3, 4, 2, 2, 2, 1, 1f.","",03
Mus.4664,"Rush, George","Concertos - pf, orch, bc",9 parts,"4, 2, 2, 2, 2, 1, 1, 1, 1f.",240003856,01
Mus.792,"Rutini, Giovanni Marco","Semiramide - Excerpts; S, strings",score: 8f.,"",240003857,01
Mus.4649,"Rutini, Giovanni Marco","Giura il nocchier che al mare - S, strings",5 parts,"4, 2, 2, 2, 2f.",240003858,01
Mus.4671,"Rzewuski, Wacław","Ici messieurs accourez tous mes secrets impayables - V (2), guit, mandoline, pf",score: 6f.,"",240003859,01
Mus.300,"Sperger, Johannes",Concerti grossi - MeiS deest,6 parts,"2, 1, 1, 2, 2, 2f.",240003860,01
Mus.327,"Sperger, Johannes","Concertos - fl, vl, cemb; MeiS deest",3 parts,"2, 2, 2f.",240003861,01
Mus.309,"Sperger, Johannes","Concertos - fag, strings, bc; MeiS deest",5 parts,"2, 2, 2, 2, 2f.",240003862,01
Mus.349/22,"Sperger, Johannes","Concertos - vl, strings, bc; MeiS deest",5 parts,"2, 2, 2, 1, 2f.",240003863,01
Mus.521,"Sperger, Johannes","Sonatas - vlc, bc; MeiS deest",2 parts,"2, 2f.",240003864,01
Mus.4675,"Saal, Anton Wilhelm Caspar",Variations - arp,1 part,8f.,240003865,01
Mus.4673,"Saal, Anton Wilhelm Caspar","Sonatas - arp, pf",2 parts,"15, 15f.",240003866,01
Mus.4695,"Sacchini, Antonio","Alessandro Severo - Excerpts; S, strings",score: 6f.,"",240003867,01
"","","",5 parts,"2, 2, 2, 1, 2","",02
Mus.4686,"Sacchini, Antonio","Alessandro Severo - Excerpts; S, strings, cemb",score: 6f.,"",240003868,01
"","","",6 parts,"2, 2, 2, 2, 2, 2f.","",02
Mus.4689,"Sacchini, Antonio","Olimpiade - Excerpts; S, strings",score: 6f.,"",240003869,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.4694,"Sacchini, Antonio","Semiramide riconosciuta - Excerpts; S, strings",score: 6f.,"",240003870,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.4684,"Sacchini, Antonio","Lucio Vero - Excerpts; S, orch, bc",12 parts,"4, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2f.",240003871,01
Mus.4690,"Sacchini, Antonio","L'onda che mormora - T, strings",5 parts,"2, 2, 2, 1, 2f.",240003872,01
Mus.4681,"Sacchini, Antonio","Mi sento in mezzo al core - S, strings",11 parts,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240003873,01
Mus.4692,"Sacchini, Antonio","La contadina in corte - Excerpts; S, orch",1 part,6f.,240003874,01
"","","",5 parts,"f.1r-2v, 1r-2v, 1r, 1r-2v, 1r","",02
"","","",4 parts,"1, 1, 1, 1f.","",03
Mus.4687,"Sacchini, Antonio","Semiramide riconosciuta - Excerpts; S, strings",score: 6f.,"",240003875,01
"","","",5 parts,"2, 2, 2, 1, 2f.","",02
Mus.4683,"Sacchini, Antonio","Parto addio io vado a morte - S, strings",6 parts,"2, 2, 2, 1, 2, 2f.",240003876,01
Mus.4696,"Sacchini, Antonio","Semiramide riconosciuta - Excerpts; S, orch",score: 10f.,"",240003877,01
"","","",9 parts,"3, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4685,"Sacchini, Antonio","Lucio Vero - Excerpts; S, orch",8 parts,"4, 2, 2, 2, 1, 1, 1, 1f.",240003878,01
"","","",1 part,1f.,"",02
Mus.4697/1,"Sacchini, Antonio","Se pietà tu senti al core - S, orch, bc",9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240003879,01
Mus.4688,"Sacchini, Antonio","Alessandro nell'Indie - Excerpts; S, strings, b",score: 6f.,"",240003880,01
"","","",5 parts,"3, 2, 2, 2, 2f.","",02
Mus.4693,"Sacchini, Antonio","Semiramide riconosciuta - Excerpts; S, strings, b",5 parts,"2, 2, 2, 2, 2f.",240003881,01
Mus.4682,"Sacchini, Antonio","Olimpiade - Excerpts; S, strings",5 parts,"3, 2, 2, 2, 2f.",240003882,01
Mus.4697/2,Collection,"2 Arias - S, b",1 part,4f.,240003883,01
Mus.4699,"Sacchini, Antonio",Lucio Vero - Excerpts; orch,9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240003886,01
Mus.4700,"Sacchini, Antonio",L'abbandono delle richezze di S Filippo Neri - Excerpts,9 parts,"2, 2, 1, 2, 2, 1, 1, 1, 1f.",240003887,01
Mus.4706,"Salieri, Antonio","Axur re d'Ormus - V (11), Coro, orch; BPI 5",score: 376f.,"",240003888,01
Mus.4706,"Salieri, Antonio","Axur re d'Ormus - V (11), Coro, orch; BPI 5","score (2vol.): 172, 189f.","",240003889,01
"","","",20 parts,"10, 10, 2, 2, 16, 8, 12, 3, 3, 12, 4, 6, 6, 6, 7, 8, 8, 7, 40, 40, 2f.","",02
Mus.4707,Collection,Axur re d'Ormus - Excerpts,score: 36f.,"",240003890,01
Mus.76,"Bianchi, Francesco","Tarara - Excerpts; S (2), orch",score: 10f.,"",240003896,01
Mus.4710/5,"Salieri, Antonio",La cifra - BPI 11,"1 score (4vol.): 100, 120, 68, 130f.","",240003897,01
"","","",17 parts,"39, 41, 34, 33, 9, 8, 20, 20, 12, 11, 25, 25, 19, 19, 6, 6, 4f.","",02
Mus.4710/5,"Salieri, Antonio","La cifra - Excerpts; Arr; V (X), Coro, pf; BPI 11.II.",1 short score: 82f.,"",240003898,01
Mus.1443,"Salieri, Antonio","Palmira regina di Persia - Excerpts; Arr; V (2), guit; BPI 30.I.10",1 part,4f.,240003899,01
Mus.4708,"Salieri, Antonio",La passione di Gesù Cristo,"score (2vol.): 90, 90f.","",240003900,01
"","","",23 parts,"21, 15, 12, 9, 22, 23, 17, 29, 29, 27, 31, 29, 6, 6, 13, 13, 18, 18, 11, 11, 4, 4, 4f.","",02
"","","",1 part,9f.,"",03
Mus.4712/1,"Sammartini, Giovanni Battista","Concertos - vl, strings, bc; JenS 74",5 parts,"4 f., 2 f., 2 f., 2 f., 2 f.",240003901,01
Mus.3569,"Sammartini, Giovanni Battista","Symphonies - vl (2), vla, b; JenS 37",1 part,2f.,240003902,01
"","","",3 parts,"2, 2, 2f.","",02
Mus.3565,"Sammartini, Giovanni Battista","Masses - V (6), Coro, orch; JenS D88",13 parts,"9, 1, 8, 7, 1, 7, 12, 12, 10, 8, 10, 1, 1f.",240003903,01
Mus.3564,"Sammartini, Giovanni Battista","Sonatas - vl (2), vla, b; JenS D34",4 parts,"2, 2, 1, 2f.",240003904,01
"","","",1 part,2f.,"",02
Mus.3563,"Sammartini, Giovanni Battista","Sonatas - vl (2), vla, b; JenS 66B",4 parts,"2, 2, 1, 2f.",240003905,01
Mus.4712,"Sammartini, Giuseppe","Sonatas - fl, b",score: 6f.,"",240003906,01
Mus.4779,"Sarti, Giuseppe","Allegro - cemb, vl, vlc",score: 4f.,"",240003907,01
Mus.4761 [1st copy],"Sarti, Giuseppe",Gli Amanti consolati,"score (2vol.): 200, 166f.","",240003908,01
Mus.4761 [2nd copy],"Sarti, Giuseppe","Gli Amanti consolati - Excerpts; V (6), orch",score: 160f.,"",240003909,01
Mus.4793,"Sarti, Giuseppe","Gli Amanti consolati - Excerpts; S, orch",score: 14f.,"",240003910,01
Mus.4800,"Sarti, Giuseppe","Gli Amanti consolati - Excerpts; S, orch",score: 10f.,"",240003911,01
Mus.4776,"Sarti, Giuseppe","Nitteti - Excerpts; S, strings, cemb",score: 4f.,"",240003912,01
"","","",6 parts,"2, 2, 2, 2, 2, 2f.","",02
Mus.4786,"Sarti, Giuseppe","Giulio Sabino - Excerpts; S, orch",score: 20f.,"",240003913,01
Mus.4787,"Sarti, Giuseppe","Non veggo non miro - V, orch",9 parts,"1, 1, 1, 2, 1, 1f.",240003914,01
"","","",1 part,1f.,"",02
Mus.4790,"Sarti, Giuseppe","Parto ma serbo in mente - S, orch",score: 16f.,"",240003915,01
Mus.4789,"Sarti, Giuseppe","Rendimi l'idol mio barbaro genitor - S, orch",score: 8f.,"",240003916,01
"","","",3 parts,"1, 1, 1f.","",02
Mus.4785,"Sarti, Giuseppe","Se palesar potessi - S, orch, cemb",score: 6f.,"",240003917,01
"","","",5 parts,"2, 2, 2, 2, 1f.","",02
Mus.4791,"Sarti, Giuseppe","Segni ad amar costante - S, orch",score: 14f.,"",240003918,01
Mus.4778,"Sarti, Giuseppe","Segni ad amar costante - V, orch",8 parts,"2, 2, 2, 1, 1, 1, 1, 1f.",240003919,01
Mus.4792,"Sarti, Giuseppe","Siroe - Excerpts; S, orch",score: 12f.,"",240003920,01
"","","",10 parts,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.","",02
Mus.4771,"Sarti, Giuseppe","Artaserse - Excerpts; S, orch, cemb",score: 12f.,"",240003921,01
"","","",10 parts,"4, 4, 2, 2, 2, 2, 1, 1, 2, 1f.","",02
Mus.4770,"Sarti, Giuseppe","Filindo - Excerpts; S, orch, cemb",score: 10f.,"",240003922,01
"","","",11 parts,"3, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1f.","",02
Mus.4768,"Sarti, Giuseppe","Ifigenia - Excerpts; S, orch",9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240003923,01
Mus.50,"Sarti, Giuseppe","Armida e Rinaldo - Excerpts; V (4), Coro, orch",score: 116f.,"",240003924,01
Mus.4777,"Sarti, Giuseppe","Armida abbandonata - Excerpts; S, orch",score: 10f.,"",240003925,01
"","","",10 parts,"3, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4783,"Sarti, Giuseppe","Armida abbandonata - Excerpts; A, orch",score: 10f.,"",240003926,01
"","","",11 parts,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.","",02
Mus.4773,"Sarti, Giuseppe","Armida abbandonata - Excerpts; S, orch",score: 14f.,"",240003927,01
"","","",10 parts,"4, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4782,"Sarti, Giuseppe","Armida abbandonata - Excerpts; S, orch",score: 10f.,"",240003928,01
Mus.4803,"Sarti, Giuseppe","Armida e Rinaldo - Excerpts; S, strings",score: 6f.,"",240003929,01
Mus.4797,"Sarti, Giuseppe","Armida abbandonata - Excerpts; S, orch",score: 4f.,"",240003930,01
Mus.4772,"Sarti, Giuseppe","Demofoonte - Excerpts; S, orch, cemb",score: 8f.,"",240003931,01
"","","",9 parts,"3, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4772,"Sarti, Giuseppe","Demofoonte - Excerpts; S, orch, cemb",score: 11f.,"",240003932,01
"","","",9 parts,"3, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4795,"Sarti, Giuseppe","Demofoonte - Excerpts; S, orch",score: 12f.,"",240003933,01
Mus.4767,"Sarti, Giuseppe","Farnace - Excerpts; S, orch",9 parts,"3, 2, 2, 2, 2, 1, 1, 1, 1f.",240003934,01
Mus.4766,"Sarti, Giuseppe","Didone abbandonata - Excerpts; S, orch, cemb",9 parts,"3, 2, 2, 2, 2, 2, 2, 1, 1f.",240003935,01
Mus.4765/1,"Sarti, Giuseppe","Epitalamio - V (4), Coro, orch",score: 32f.,"",240003936,01
Mus.4799,"Sarti, Giuseppe","Enea nel Lazio - Excerpts; S, strings",score: 6f.,"",240003937,01
Mus.4774,"Sarti, Giuseppe","Filindo - Excerpts; S, orch",score: 14f.,"",240003938,01
"","","",10 parts,"5, 4, 4, 4, 4, 4, 1, 1, 1, 1f.","",02
Mus.4780,"Sarti, Giuseppe","Filindo - Excerpts; S, strings",score: 4f.,"",240003939,01
"","","",6 parts,"2, 2, 2, 2, 2f.","",02
Mus.4801,"Sarti, Giuseppe","I finti eredi - Excerpts; S, strings, fl (2)",score: 10f.,"",240003940,01
Mus.4781,"Sarti, Giuseppe","Filindo - Excerpts; S, orch",score: 8f.,"",240003941,01
Mus.4769,"Sarti, Giuseppe","Filindo - Excerpts; S, orch",score: 8f.,"",240003942,01
Mus.4798,"Sarti, Giuseppe","Le gelosie villane - Excerpts; S (3), orch",score: 8f.,"",240003943,01
Mus.4764,"Sarti, Giuseppe",Giulio Sabino,"score (2vol.): 122, 148f.","",240003944,01
Mus.4765,"Sarti, Giuseppe",Idalide,"score (3vol.): 210, 209, 58f.","",240003945,01
Mus.4763,"Sarti, Giuseppe","Fra i due litiganti il terzo gode - V (7), orch","score (3vol.): 160, 173, 117f.","",240003946,01
Mus.4775,"Sarti, Giuseppe","Nitteti - Excerpts; S, orch",5 parts,"2, 1, 1, 1, 1f.",240003947,01
Mus.4804,"Sarti, Giuseppe",Aglae - Excerpts; orch,11 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240003948,01
"","","",1 part,2f.,"",02
Mus.4805,"Sarti, Giuseppe",Symphonies - Hob I:D12,13 parts,"4, 4, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1f.",240003949,01
Mus.4796,"Sarti, Giuseppe","Siroe - Excerpts; S, orch",score: 8f.,"",240003950,01
Mus.4794,"Sarti, Giuseppe","Siroe - Excerpts; S, orch",score: 6f.,"",240003951,01
"","","",8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.4806,"Sarti, Giuseppe",I finti eredi - Excerpts; Arr; pf,score: 7f.,"",240003952,01
Mus.4802,"Sarti, Giuseppe","Medonte re di Epiro - Excerpts; S, orch",score: 12f.,"",240003953,01
Mus.4806/1,"Sarti, Giuseppe",Sonatas - pf; SatS S.II:7,1 part,4f.,240003954,01
Mus.4815,"Scalabrini, Paolo","Comincia con diletto l'amore - S, orch",7 parts,"2, 2, 2, 1, 1, 1, 1f.",240003955,01
Mus.4814,"Scalabrini, Paolo","Perché così crudel pietà non ai nel sen - S, strings, cemb",score: 4f.,"",240003956,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.4816,"Scalabrini, Paolo","Ah che il caro amato bene - V (X), pf",1 part,f.1r,240003957,01
Mus.4816,"Scalabrini, Paolo","Ay de mí un anno felice - V (X), pf",1 part,f.1v,240003958,01
Mus.4816 A/8,"Scandello, Antonio",Resurrectio,score: 23f.,"",240003959,01
Mus.4816A,"Scandello, Antonio",Masses - V (6),6 parts,"6, 6, 6, 6, 6, 6f.",240003960,01
Mus.4828,Collection,23 Vocal pieces,score: 93f.,"",240003961,01
Mus.4821,"Scarlatti, Alessandro","Amo peno gioisco - S, bc; RosS 396/31",1 part,8f.,240003985,01
Mus.4825,"Scarlatti, Alessandro","Come il foco alla sua sfera - S, bc; RosS 409/123",1 part,12f.,240003986,01
Mus.4822,"Scarlatti, Alessandro","Mi tormenta il pensiero - A, bc; RosS 448/401",1 part,12f.,240003987,01
Mus.4820,"Scarlatti, Alessandro","Onde della mia Nera - S, bc; RosS 455/451",1 part,6f.,240003988,01
Mus.4823,"Scarlatti, Alessandro","Rondinella torna al nido - S, bc; RosS 471/563",1 part,8f.,240003989,01
Mus.4826,"Scarlatti, Alessandro","Una beltà ch'eguale - S, bc; RosS 485/667",1 part,10f.,240003990,01
Mus.4824,"Scarlatti, Alessandro","Vuoi ch'io spiri tra i sospiri - S, bc; RosS 486/699",1 part,10f.,240003991,01
Mus.4827,"Scarlatti, Alessandro","Del lacrimoso lido - S, bc; RosS 167",1 part,16f.,240003992,01
Mus.4819,"Scarlatti, Domenico","Pende la vita mia Clori vezzosa - S, bc; HanS 25x",score: 6f.,"",240003993,01
Mus.4830,"Scarlatti, Giuseppe","Adriano in Siria - Excerpts; S, orch",score: 7f.,"",240003994,01
"","","",3 parts,"1, 1, 1f.","",02
"","","",4 parts,"1, 1, 1, 1f.","",03
Mus.4830a,"Scarlatti, Giuseppe","Adriano in Siria - Excerpts; S, orch, cemb",9 parts,"2, 2, 2, 1, 1, 2, 1, 2f.",240003995,01
Mus.4832,"Scarlatti, Giuseppe","La clemenza di Tito - Excerpts; A, orch",9 parts,"3, 2, 2, 2, 2, 1, 1, 1, 1f.",240003996,01
Mus.4817,"Scarlatti, Alessandro","Masses - V (7), pf; RosS 511/1",score: 50f.,"",240003997,01
Mus.125,"Scarlatti, Giuseppe","I portentosi effetti della madre natura - Excerpts; S, orch, b",6 parts,"2, 2, 2, 2, 2, 2f.",240003998,01
"","","",1 part,2f.,"",02
